ITEM: TIMESTEP
990
ITEM: NUMBER OF ATOMS
3456
ITEM: BOX BOUNDS pp pp pp
-0.313672 38.7325
-0.313672 38.7325
-0.313672 38.7325
ITEM: ATOMS id type mass x y z vx vy vz 
1 1 28.08 1.86756 1.11949 0.911536 0 0 0 
3 1 28.08 2.70172 3.41132 2.70231 0 0 0 
4 1 28.08 3.46347 3.37279 0.174643 0 0 0 
2598 1 28.08 -0.0576019 2.12458 2.93218 0 0 0 
2 1 28.08 4.01379 0.605816 2.48319 0 0 0 
7 1 28.08 5.76651 2.59691 1.52631 0 0 0 
10 1 28.08 6.98522 0.191071 1.30883 0 0 0 
8 1 28.08 8.69485 2.68194 1.57155 0 0 0 
863 1 28.08 11.313 3.05044 0.932925 0 0 0 
864 1 28.08 9.97343 0.419583 0.682063 0 0 0 
862 1 28.08 10.7989 1.36971 3.2309 0 0 0 
859 1 28.08 12.9507 0.933021 1.17681 0 0 0 
860 1 28.08 13.4013 2.72083 3.13204 0 0 0 
866 1 28.08 15.2728 0.142422 0.274114 0 0 0 
865 1 28.08 15.7219 1.93134 2.40842 0 0 0 
868 1 28.08 17.968 0.564641 1.53459 0 0 0 
1728 1 28.08 20.4244 1.49685 1.19892 0 0 0 
1729 1 28.08 22.4868 2.34243 3.36465 0 0 0 
1726 1 28.08 23.4258 1.72041 0.999599 0 0 0 
1732 1 28.08 25.5413 2.77659 2.85001 0 0 0 
1733 1 28.08 26.3673 0.654344 0.907895 0 0 0 
1737 1 28.08 24.6917 0.143648 3.48706 0 0 0 
1748 1 28.08 25.7617 3.44989 -0.108016 0 0 0 
1734 1 28.08 27.8347 0.169418 3.2413 0 0 0 
1735 1 28.08 28.1103 2.63203 1.75339 0 0 0 
2589 1 28.08 30.4503 1.39637 2.65359 0 0 0 
2591 1 28.08 30.6889 3.01228 0.523792 0 0 0 
2592 1 28.08 29.3734 0.130711 0.280193 0 0 0 
2588 1 28.08 32.879 1.5061 0.927227 0 0 0 
2590 1 28.08 33.1431 0.795781 3.39748 0 0 0 
2599 1 28.08 31.9042 3.46015 3.41376 0 0 0 
2593 1 28.08 35.8348 1.48586 2.24032 0 0 0 
2596 1 28.08 38.1747 1.52937 0.258153 0 0 0 
13 1 28.08 2.26133 6.12736 1.08001 0 0 0 
14 1 28.08 0.262144 5.08033 3.31238 0 0 0 
16 1 28.08 0.787733 3.96126 0.648478 0 0 0 
15 1 28.08 4.90042 5.17105 2.23201 0 0 0 
17 1 28.08 7.18339 4.58356 3.37581 0 0 0 
18 1 28.08 7.23948 4.55661 0.346575 0 0 0 
19 1 28.08 7.00161 7.02207 1.36195 0 0 0 
21 1 28.08 9.59032 5.36747 1.62108 0 0 0 
29 1 28.08 8.76466 7.01221 3.52521 0 0 0 
869 1 28.08 14.0807 3.64653 0.459199 0 0 0 
871 1 28.08 14.4016 6.4897 1.44615 0 0 0 
872 1 28.08 11.6497 7.47868 2.21358 0 0 0 
874 1 28.08 11.8328 5.59303 0.126799 0 0 0 
873 1 28.08 12.313 4.9652 3.00979 0 0 0 
867 1 28.08 18.1843 3.72472 1.73473 0 0 0 
