ITEM: TIMESTEP
13100
ITEM: NUMBER OF ATOMS
864
ITEM: BOX BOUNDS pp pp pp
-0.988804 20.1982
-0.988804 20.1982
-0.988804 20.1982
ITEM: ATOMS id type mass x y z vx vy vz 
2 1 58.71 0.803999 0.772077 -0.913059 0.645596 -0.374252 -0.0080458 
3 1 58.71 0.725036 -0.992404 0.813996 -0.36745 0.392734 -1.59961 
8 1 58.71 2.52706 0.737005 0.796715 -1.14156 -1.57749 0.0784548 
78 1 58.71 4.27967 0.735056 2.56197 1.68213 -1.90674 1.27308 
9 1 58.71 6.07371 -0.977385 -0.949715 0.275976 0.448137 0.452391 
6 1 58.71 4.28346 0.795965 -0.965604 2.30055 -0.906626 0.228382 
10 1 58.71 7.83977 0.783678 -0.929623 -0.224205 0.927359 -0.728049 
12 1 58.71 6.03758 0.784279 0.786671 -0.434209 0.0912464 0.619813 
15 1 58.71 0.807482 2.55759 0.827739 1.66874 0.796918 0.842954 
16 1 58.71 -0.980897 4.34928 0.839826 -0.0990803 0.280634 -0.269293 
86 1 58.71 0.748702 4.2975 2.55751 -0.82443 -0.113882 1.08993 
18 1 58.71 4.27031 4.29037 -0.949064 -1.32212 0.0396908 -0.655886 
19 1 58.71 4.30143 2.59823 0.864978 0.90899 0.445269 1.48013 
20 1 58.71 2.52151 4.33445 0.780317 -0.0674812 1.90409 0.757532 
93 1 58.71 6.0554 2.56343 2.58395 -1.24476 2.04225 -0.0336593 
23 1 58.71 7.79237 2.62708 0.779853 -0.113814 0.295383 0.933595 
24 1 58.71 6.03021 4.33847 0.801178 0.0387482 -1.09032 -0.516166 
94 1 58.71 7.80933 4.36194 2.52424 -0.508984 1.44591 -1.56317 
26 1 58.71 0.836938 7.78335 -0.997124 1.86245 -0.732429 0.699446 
27 1 58.71 0.780614 6.09758 0.801045 -0.57264 -0.824792 0.14896 
28 1 58.71 -1.00967 7.78047 0.786491 0.124787 0.00217755 -0.849219 
97 1 58.71 -1.00175 6.09801 2.56284 -1.23402 -0.94859 -0.867377 
25 1 58.71 -1.01399 6.04675 -0.953679 -0.308013 -0.807771 -0.60856 
31 1 58.71 4.29285 6.08175 0.808025 1.15086 -0.336658 1.55542 
32 1 58.71 2.5451 7.8444 0.790559 0.720404 -2.46502 0.31531 
36 1 58.71 6.12673 7.88148 0.713031 1.06715 -0.328511 1.0722 
101 1 58.71 2.55063 6.07182 2.60402 0.00740883 0.460958 0.770155 
30 1 58.71 4.36254 7.81379 -1.01449 -0.552869 -0.685109 0.808725 
29 1 58.71 2.62359 6.06196 -0.978956 0.230922 -1.82423 -0.640448 
35 1 58.71 7.81957 6.15876 0.794398 1.61979 -0.469845 -0.548079 
460 1 58.71 9.56248 7.88536 0.787543 0.446474 0.601556 0.594868 
529 1 58.71 9.59189 6.16736 2.52411 2.37461 -1.1546 -0.288813 
457 1 58.71 9.61933 6.12101 -0.987799 -1.07441 -1.83157 -1.54666 
39 1 58.71 0.790244 9.57586 0.774667 -0.682989 0.0917231 -0.39178 
41 1 58.71 2.5738 9.6299 -0.967379 1.54465 0.145222 -1.16638 
43 1 58.71 4.31396 9.54213 0.756791 0.862515 -2.84917 0.714739 
