ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
8192
ITEM: BOX BOUNDS pp pp pp
-3.7638590809830674e-01 5.1601487908099159e+01
-3.7638590809830674e-01 5.1601487908099159e+01
-3.7638590809830674e-01 5.1601487908099159e+01
ITEM: ATOMS id type mass x y z vx vy vz 
6 1 95.94 1.69692 0.692644 -0.0856297 2.22853 -5.76654 -4.09465 
6150 1 95.94 1.11424 2.66757 2.5445 3.1074 -1.93468 12.3231 
2201 1 95.94 6.21825 0.861902 13.2884 3.17844 -3.03477 10.6229 
3582 1 95.94 35.3088 10.6505 -0.452197 -1.91208 -3.53106 -2.58891 
4176 1 95.94 6.26951 1.70892 3.15701 0.320175 -0.813735 -10.6104 
5054 1 95.94 4.73554 1.37971 0.674824 1.02883 -5.53989 0.74776 
4282 1 95.94 7.34371 25.2849 7.86584 -0.854206 -9.14805 0.606959 
4098 1 95.94 7.57355 0.624659 0.925412 -0.820424 -2.95686 -2.72085 
2129 1 95.94 10.9713 3.19905 0.17905 5.5759 5.01654 -1.549 
2055 1 95.94 7.63277 3.55297 0.370879 0.34182 3.05401 0.433974 
7 1 95.94 11.9091 0.988947 2.31475 1.59907 -1.9999 -1.09251 
2057 1 95.94 13.7283 2.26996 3.55473 -4.11224 0.13162 2.38115 
1351 1 95.94 29.5714 24.8147 16.6944 1.26228 8.52358 -11.4897 
4178 1 95.94 16.8597 1.28599 3.51997 0.677673 3.95455 -12.463 
4173 1 95.94 15.8009 2.96322 0.809227 -2.43269 2.17037 0.0749273 
6153 1 95.94 17.9374 3.38479 2.14609 3.09621 3.43657 -1.7308 
4105 1 95.94 18.7475 2.80725 4.67373 -3.94839 3.95194 5.44929 
2051 1 95.94 18.8988 -0.159233 2.05541 0.849079 -3.27543 -5.65162 
4170 1 95.94 20.6846 1.87072 1.93029 -1.66043 9.24412 4.16647 
2053 1 95.94 24.7342 0.0215247 4.09785 5.13195 -6.16888 -1.55944 
11 1 95.94 24.9783 1.82055 0.987475 3.81173 -3.27467 -2.53052 
7202 1 95.94 23.2327 2.75739 2.5069 -5.78795 -3.8906 5.75766 
2309 1 95.94 22.079 24.9454 11.3911 -3.34414 4.32759 -6.24263 
110 1 95.94 21.9336 25.499 6.08215 4.31359 -6.25567 -2.86922 
3078 1 95.94 43.8238 2.1695 -0.223029 -5.39712 -5.57939 -4.01756 
1029 1 95.94 29.2625 2.52996 2.47905 -5.79593 -1.39027 1.34434 
5124 1 95.94 31.6004 1.48989 1.59535 -0.118107 3.23948 -3.64326 
2518 1 95.94 2.20628 25.4732 24.8641 0.337704 -2.61207 6.08701 
5195 1 95.94 34.1211 1.75925 0.503563 2.89502 -0.346155 9.48245 
7173 1 95.94 37.579 2.66542 3.03106 3.47091 5.79186 -5.21118 
7714 1 95.94 31.0369 18.8012 24.8227 1.63428 -3.41646 -9.85402 
1537 1 95.94 41.9982 -0.0587205 2.84789 -1.0372 -1.14632 4.9708 
5196 1 95.94 40.1101 1.97194 4.05967 2.78704 -2.00824 -3.14303 
5131 1 95.94 39.2379 0.379491 1.66606 2.61262 6.30828 -2.94616 
7174 1 95.94 41.4657 1.18719 0.421877 -0.982068 0.280786 10.5237 
5600 1 95.94 40.1831 25.2578 24.9861 -1.3232 0.439519 0.0836555 
5202 1 95.94 42.692 2.7729 2.2195 2.97698 1.06991 -6.59526 
1101 1 95.94 44.8159 1.25643 2.12546 -2.22119 2.97145 9.27969 
1603 1 95.94 48.0118 1.53641 1.04549 2.26038 -2.46092 5.03083 
3150 1 95.94 47.4624 2.86315 3.00843 2.5967 -0.930541 -1.04042 
4991 1 95.94 51.1601 0.966573 1.43123 -0.0223823 -2.28214 8.54588 
3145 1 95.94 49.3066 0.707323 3.37063 4.50919 4.93038 9.12378 
4107 1 95.94 0.0873994 5.3261 1.10905 -0.229967 8.5438 5.60866 
6224 1 95.94 2.19866 5.20352 3.075 -14.5917 4.20616 1.77825 
1047 1 95.94 25.5433 14.5874 0.181068 5.67392 -0.829047 5.14988 
7245 1 95.94 44.4487 0.185696 7.24309 -1.37145 -5.57373 -2.0776 
12 1 95.94 4.27152 5.70182 1.42108 5.47525 5.50005 4.37869 
80 1 95.94 4.08226 3.35217 2.99218 6.64835 -10.8918 -6.17653 
4097 1 95.94 6.4827 4.48562 2.6724 -1.45535 -5.47262 1.00425 
4103 1 95.94 6.42259 6.54487 -0.0135531 3.20977 -0.0343843 -4.6628 
4109 1 95.94 7.77768 6.2035 4.83304 -7.73116 1.85311 6.99036 
512 1 95.94 8.50205 5.7165 2.0673 0.572029 3.32501 -2.55687 
2056 1 95.94 13.6541 4.47122 1.03512 0.378592 7.1848 0.0695917 
6157 1 95.94 11.0899 6.66128 1.51148 4.72646 -1.34458 -1.40117 
4183 1 95.94 10.3014 6.36747 4.32053 5.29312 -3.04771 -3.74107 
535 1 95.94 9.0229 15.298 25.6095 -2.43383 1.37869 8.19729 
4179 1 95.94 15.9325 4.68621 2.9581 -1.32911 2.04868 -0.69337 
6158 1 95.94 15.4086 7.20941 2.14703 6.81941 8.53342 0.872565 
2132 1 95.94 20.8614 4.64456 3.03342 2.45379 -1.40359 1.56392 
2063 1 95.94 17.8357 5.7659 0.948087 1.28768 -5.88348 -4.59988 
10 1 95.94 20.6943 6.93557 1.82113 -1.06173 -3.18791 -3.39575 
7611 1 95.94 43.9925 -0.187804 22.5194 -3.06248 -4.85317 -5.44039 
2320 1 95.94 24.6008 4.94883 0.682525 6.50255 -1.16563 2.8224 
1104 1 95.94 23.4255 6.03272 2.9479 -8.49925 -0.544535 -1.24413 
7176 1 95.94 27.4415 3.79681 1.33273 0.122075 -3.25187 -1.89061 
3086 1 95.94 26.8691 6.07701 1.78734 1.28658 0.478041 -6.83673 
3112 1 95.94 36.1358 25.3582 -0.222937 -0.88762 -2.53013 -6.33368 
7172 1 95.94 32.8704 4.26062 1.3741 2.33189 1.2768 -12.3231 
5129 1 95.94 30.5139 5.51377 2.74869 -7.13512 2.83149 -1.75169 
7709 1 95.94 30.4722 15.8658 25.0047 -7.40814 -3.18612 -2.18866 
3087 1 95.94 29.361 6.13961 0.432828 4.60465 -11.1646 -12.3579 
7177 1 95.94 33.3338 4.98385 4.24129 -5.27923 -1.22154 -3.08395 
3082 1 95.94 36.1056 3.95509 1.0224 9.72443 -1.3234 -0.00322269 
5130 1 95.94 35.1 5.97318 2.59008 -5.32828 -0.210993 5.48254 
7178 1 95.94 37.7837 5.04836 2.80553 -0.0445124 -1.10823 21.7862 
3154 1 95.94 39.2763 4.55017 5.08936 0.903089 -1.1643 2.72715 
1401 1 95.94 45.2578 -0.23913 16.9048 -5.13467 -1.08519 3.48356 
3084 1 95.94 43.6355 5.05254 0.352239 0.377871 -3.67183 3.51015 
3155 1 95.94 40.2009 4.58599 2.61128 -11.4343 -1.19877 2.77967 
8133 1 95.94 45.5552 3.68279 1.57685 1.2768 -4.87045 -0.657772 
5132 1 95.94 48.0012 4.42214 0.690438 -3.33773 -0.426472 -3.98913 
6295 1 95.94 16.6727 0.244871 8.72686 -2.91427 6.30137 -1.79146 
7180 1 95.94 50.2196 2.97813 2.55158 3.22158 1.20874 5.43528 
79 1 95.94 22.3861 0.0757042 5.63573 -3.71434 -4.81523 -2.02353 
6161 1 95.94 2.0784 6.97396 0.427283 5.1498 0.275914 -7.17693 
2103 1 95.94 -0.432278 10.5734 1.38702 -3.74627 -0.955739 0.753529 
6228 1 95.94 2.06704 10.1431 3.21432 0.707929 -0.785586 -3.7639 
4175 1 95.94 0.518153 7.59077 2.83466 0.553518 5.6049 1.39966 
4113 1 95.94 2.48701 10.1329 0.746015 12.125 -6.89143 -2.18697 
7189 1 95.94 46.0404 12.8381 0.136832 1.96392 0.424803 -6.42864 
2066 1 95.94 4.73939 9.29675 1.56703 -0.235725 -1.58513 0.0570627 
13 1 95.94 7.84114 10.4279 2.12884 1.01978 -7.25296 2.85422 
4110 1 95.94 8.86796 8.27033 2.93892 -5.43344 2.08586 -1.86886 
2139 1 95.94 5.96588 7.33103 2.79819 5.3372 4.08609 -3.36062 
6163 1 95.94 11.8612 8.5111 3.68755 3.00651 -2.20905 2.20048 
507 1 95.94 13.7358 7.74047 0.366801 -2.83943 -1.18602 5.24877 
3012 1 95.94 10.5396 9.54152 1.38847 2.52274 -10.7593 2.44833 
3253 1 95.94 34.4392 25.2755 8.11084 12.7767 -2.49504 4.29219 
2068 1 95.94 15.8246 9.61699 1.31931 7.32029 8.02524 1.70052 
4116 1 95.94 17.7331 7.71885 2.94865 0.689149 -3.38454 -1.36375 
6164 1 95.94 17.5623 10.1677 3.54032 -0.577532 6.44866 4.0144 
6591 1 95.94 18.699 8.93139 1.04047 11.5632 1.90375 -2.26854 
2237 1 95.94 16.5602 24.4134 9.97036 -0.2367 4.64215 2.68132 
4986 1 95.94 21.5016 10.7795 1.59825 0.556421 -6.38351 8.31593 
4185 1 95.94 23.3878 7.25659 0.137762 -2.40037 -1.49016 -3.663 
1103 1 95.94 25.1603 8.09145 1.55231 4.52459 1.102 4.55959 
